с2025-08-17 18:06:34,197 - __main__ - INFO - ������������ ��������� �������
2025-08-17 18:32:17,225 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:32:27,315 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:32:37,404 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:32:47,490 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:32:57,574 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:33:07,668 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:33:17,760 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:33:22,608 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getUpdates "HTTP/1.1 200 OK"
2025-08-17 18:33:22,610 - telegram.ext.Application - INFO - Application is stopping. This might take a moment.
2025-08-17 18:33:22,610 - apscheduler.scheduler - INFO - Scheduler has been shut down
2025-08-17 18:33:22,610 - telegram.ext.Application - INFO - Application.stop() complete
2025-08-17 18:33:23,590 - __main__ - INFO - Конфигурация загружена успешно
2025-08-17 18:33:23,590 - __main__ - INFO - 🚀 Запуск бота...
2025-08-17 18:33:23,591 - __main__ - INFO - 📱 Создание приложения с токеном: ...SDZk7Pte0E
2025-08-17 18:33:23,968 - __main__ - INFO - 📝 Регистрация обработчика команд...
2025-08-17 18:33:23,968 - __main__ - INFO - 📝 Регистрация обработчика сообщений...
2025-08-17 18:33:23,968 - __main__ - INFO - 📝 Регистрация обработчика кнопок...
2025-08-17 18:33:23,968 - __main__ - INFO - ✅ Все обработчики зарегистрированы
2025-08-17 18:33:23,968 - __main__ - INFO - 🤖 Бот запущен и ожидает сообщений...
2025-08-17 18:33:23,968 - __main__ - INFO - 📋 Отправьте /start боту для проверки
2025-08-17 18:33:23,969 - asyncio - DEBUG - Using proactor: IocpProactor
2025-08-17 18:33:23,993 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:33:24,107 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000001F2EC754690>
2025-08-17 18:33:24,107 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x000001F2EC6670B0> server_hostname='api.telegram.org' timeout=5.0
2025-08-17 18:33:24,203 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000001F2ED775010>
2025-08-17 18:33:24,203 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:33:24,203 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:33:24,203 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:33:24,203 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:33:24,203 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:33:24,295 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:33:22 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'285'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:33:24,297 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:33:24,297 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:33:24,297 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:33:24,297 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:33:24,298 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:33:24,298 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:33:24,298 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:33:24,299 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:33:24,299 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:33:24,391 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:33:22 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'68'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:33:24,391 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:33:24,391 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:33:24,391 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:33:24,392 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:33:24,392 - apscheduler.scheduler - INFO - Scheduler started
2025-08-17 18:33:24,393 - telegram.ext.Application - INFO - Application started
2025-08-17 18:33:24,393 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:33:24,393 - apscheduler.scheduler - DEBUG - Looking for jobs to run
2025-08-17 18:33:24,393 - apscheduler.scheduler - DEBUG - No jobs; waiting until a job is added
2025-08-17 18:33:24,536 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000001F2EC754150>
2025-08-17 18:33:24,536 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x000001F2EC667140> server_hostname='api.telegram.org' timeout=5.0
2025-08-17 18:33:24,632 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000001F2EC754050>
2025-08-17 18:33:24,632 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:33:24,632 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:33:24,632 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:33:24,632 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:33:24,632 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:33:34,722 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:33:32 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:33:34,722 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:33:34,722 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:33:34,722 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:33:34,723 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:33:34,723 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:33:34,723 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:33:34,723 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:33:34,724 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:33:34,724 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:33:44,811 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:33:42 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:33:44,811 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:33:44,812 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:33:54,904 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:33:52 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:33:54,904 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:33:54,905 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:33:54,905 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:33:54,905 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:33:54,905 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:33:54,906 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:33:54,906 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:33:54,906 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:33:54,906 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:34:05,005 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:34:03 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:34:05,006 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:34:05,006 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:34:05,006 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:34:05,006 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:34:05,008 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:34:05,008 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:34:05,009 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:34:05,009 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:34:05,009 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:34:15,096 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:34:13 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:34:15,098 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:34:15,098 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:34:15,099 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:34:25,196 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:34:23 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:34:25,196 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:34:25,197 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:34:25,197 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:34:25,197 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:34:25,197 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:34:25,197 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:34:25,197 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:34:25,198 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:34:25,198 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:34:33 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:34:35,284 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:34:43 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:34:45,372 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:34:53 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:34:55,465 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:35:05,563 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:35:03 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:35:05,563 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:35:05,563 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:35:05,565 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:35:15,652 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:35:13 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:35:15,652 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:35:15,652 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:35:15,652 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:35:15,652 - httpcore.http11 - DEBUG - response_closed.complete
